#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MNN10	MNN11	4932.YDR245W	4932.YJL183W	0	0	0.195	0.571	0.133	0.823	0.900	0.893	0.998
MNN10	MNN9	4932.YDR245W	4932.YPL050C	0	0	0	0	0.222	0.994	0.900	0.985	0.999
MNN11	PMT2	4932.YJL183W	4932.YAL023C	0	0	0	0	0.088	0.074	0.720	0.384	0.834
MNN11	MNN2	4932.YJL183W	4932.YBR015C	0	0	0	0	0.066	0.213	0.900	0.830	0.985
MNN11	PHO88	4932.YJL183W	4932.YBR106W	0	0	0	0	0.114	0.620	0	0.089	0.666
MNN11	YCR043C	4932.YJL183W	4932.YCR043C	0	0	0	0	0.070	0.685	0	0	0.694
MNN11	PMT5	4932.YJL183W	4932.YDL093W	0	0	0	0	0	0	0.720	0.305	0.797
MNN11	PMT1	4932.YJL183W	4932.YDL095W	0	0	0	0	0.066	0.095	0.720	0.048	0.744
MNN11	OCH1	4932.YJL183W	4932.YGL038C	0	0	0	0	0.051	0.055	0.540	0.808	0.910
MNN11	VRG4	4932.YJL183W	4932.YGL225W	0	0	0	0	0.116	0.095	0	0.562	0.619
MNN11	MNN4	4932.YJL183W	4932.YKL201C	0	0	0	0	0	0	0	0.420	0.420
MNN11	PGA1	4932.YJL183W	4932.YNL158W	0	0	0	0	0.070	0	0.720	0	0.728
MNN11	MNN5	4932.YJL183W	4932.YJL186W	0	0	0	0	0.077	0	0	0.756	0.765
MNN11	PMT3	4932.YJL183W	4932.YOR321W	0	0	0	0	0	0	0.720	0.394	0.823
MNN11	PMT4	4932.YJL183W	4932.YJR143C	0	0	0	0	0.110	0.073	0.720	0.394	0.841
MNN11	VAN1	4932.YJL183W	4932.YML115C	0	0	0.249	0	0.081	0	0.900	0.941	0.995
MNN11	MNN9	4932.YJL183W	4932.YPL050C	0	0	0.224	0	0.149	0.782	0.900	0.964	0.999
MNN2	PMT2	4932.YBR015C	4932.YAL023C	0	0	0	0	0.157	0.359	0	0.537	0.727
MNN2	PMT4	4932.YBR015C	4932.YJR143C	0	0	0	0	0.132	0	0	0.420	0.475
MNN2	PMT1	4932.YBR015C	4932.YDL095W	0	0	0	0	0.188	0.420	0	0	0.509
MNN2	PMT5	4932.YBR015C	4932.YDL093W	0	0	0	0	0.084	0	0	0.488	0.511
MNN2	OST6	4932.YBR015C	4932.YML019W	0	0	0	0	0.060	0.329	0	0.300	0.519
MNN2	MNS1	4932.YBR015C	4932.YJR131W	0	0	0	0	0	0	0	0.550	0.550
MNN2	VPS74	4932.YBR015C	4932.YDR372C	0	0	0	0	0.043	0	0	0.600	0.600
MNN2	YUR1	4932.YBR015C	4932.YJL139C	0	0.007	0	0	0	0.439	0	0.601	0.766
MNN2	VAN1	4932.YBR015C	4932.YML115C	0.049	0	0	0	0.125	0	0	0.761	0.783
MNN2	OCH1	4932.YBR015C	4932.YGL038C	0	0	0	0	0.053	0	0	0.875	0.876
MNN2	MNN4	4932.YBR015C	4932.YKL201C	0	0	0	0	0	0	0	0.907	0.907
MNN2	MNN5	4932.YBR015C	4932.YJL186W	0	0	0.113	0.854	0.103	0	0.900	0.173	0.925
MNN2	MNN9	4932.YBR015C	4932.YPL050C	0	0	0	0	0.162	0	0.900	0.909	0.991
MNN4	VPS74	4932.YKL201C	4932.YDR372C	0	0	0	0	0	0.318	0	0.385	0.563
MNN4	OCH1	4932.YKL201C	4932.YGL038C	0	0	0	0	0.041	0.140	0	0.841	0.857
MNN4	MNN5	4932.YKL201C	4932.YJL186W	0	0	0	0	0	0	0	0.836	0.836
MNN4	MNS1	4932.YKL201C	4932.YJR131W	0	0	0	0	0	0	0	0.424	0.424
MNN4	VAN1	4932.YKL201C	4932.YML115C	0	0	0	0	0	0	0	0.515	0.515
MNN4	MNN9	4932.YKL201C	4932.YPL050C	0	0	0	0	0.044	0	0	0.694	0.694
MNN5	PMT2	4932.YJL186W	4932.YAL023C	0	0	0	0	0.096	0	0	0.471	0.501
MNN5	PMT5	4932.YJL186W	4932.YDL093W	0	0	0	0	0.045	0	0	0.512	0.514
MNN5	VPS74	4932.YJL186W	4932.YDR372C	0	0	0	0	0	0	0	0.756	0.756
MNN5	OCH1	4932.YJL186W	4932.YGL038C	0	0	0	0	0	0	0	0.791	0.791
MNN5	YUR1	4932.YJL186W	4932.YJL139C	0	0.007	0	0	0.045	0	0	0.537	0.538
MNN5	PMT4	4932.YJL186W	4932.YJR143C	0	0	0	0	0.126	0	0	0.384	0.438
MNN5	MNN9	4932.YJL186W	4932.YPL050C	0	0	0	0	0.062	0	0	0.833	0.837
MNN5	VAN1	4932.YJL186W	4932.YML115C	0.049	0	0	0	0.077	0	0	0.832	0.840
MNN9	PMT2	4932.YPL050C	4932.YAL023C	0	0	0	0	0.083	0	0.900	0.394	0.939
MNN9	PHO88	4932.YPL050C	4932.YBR106W	0	0	0	0	0.074	0.698	0	0	0.708
MNN9	YCR043C	4932.YPL050C	4932.YCR043C	0	0	0	0	0.053	0.682	0	0	0.685
MNN9	PMT5	4932.YPL050C	4932.YDL093W	0	0	0	0	0.068	0	0.900	0.260	0.925
MNN9	PMT1	4932.YPL050C	4932.YDL095W	0	0	0	0	0.134	0	0.900	0.041	0.909
MNN9	VPS74	4932.YPL050C	4932.YDR372C	0	0	0	0	0.081	0	0	0.390	0.415
MNN9	OCH1	4932.YPL050C	4932.YGL038C	0	0	0	0	0.112	0	0.900	0.904	0.990
MNN9	VRG4	4932.YPL050C	4932.YGL225W	0	0	0	0	0.095	0	0	0.716	0.732
MNN9	YUR1	4932.YPL050C	4932.YJL139C	0	0	0	0	0.043	0	0	0.527	0.528
MNN9	PMT4	4932.YPL050C	4932.YJR143C	0	0	0	0	0.124	0	0.720	0.264	0.803
MNN9	VAN1	4932.YPL050C	4932.YML115C	0	0	0.149	0.781	0.059	0.836	0.900	0.849	0.997
MNN9	PGA1	4932.YPL050C	4932.YNL158W	0	0	0	0	0	0	0.720	0	0.720
MNN9	PMT3	4932.YPL050C	4932.YOR321W	0	0	0	0	0.055	0	0.900	0.188	0.916
MNS1	PMT2	4932.YJR131W	4932.YAL023C	0	0	0	0	0.169	0	0	0.621	0.672
MNS1	PMT5	4932.YJR131W	4932.YDL093W	0	0	0	0	0.183	0	0	0.483	0.560
MNS1	OCH1	4932.YJR131W	4932.YGL038C	0	0	0	0	0	0	0	0.702	0.702
MNS1	PMT6	4932.YJR131W	4932.YGR199W	0	0	0	0	0.189	0	0	0.441	0.527
MNS1	VAN1	4932.YJR131W	4932.YML115C	0	0	0	0	0	0	0	0.413	0.413
MNS1	OST6	4932.YJR131W	4932.YML019W	0	0	0	0	0.066	0	0	0.400	0.415
MNS1	PMT3	4932.YJR131W	4932.YOR321W	0	0	0	0	0.174	0	0	0.331	0.424
MNS1	PMT4	4932.YJR131W	4932.YJR143C	0	0	0	0	0.188	0	0	0.569	0.636
MNT3	PMT2	4932.YIL014W	4932.YAL023C	0	0	0	0	0.046	0	0	0.413	0.416
MNT3	YUR1	4932.YIL014W	4932.YJL139C	0	0	0	0	0	0	0	0.441	0.441
MNT4	PMT5	4932.YNR059W	4932.YDL093W	0	0	0	0	0.049	0	0	0.519	0.523
MNT4	YUR1	4932.YNR059W	4932.YJL139C	0	0	0	0	0.058	0	0	0.597	0.604
MNT4	PMT4	4932.YNR059W	4932.YJR143C	0	0	0	0	0	0	0	0.440	0.440
OCH1	PMT2	4932.YGL038C	4932.YAL023C	0	0	0	0	0.049	0.089	0.540	0.298	0.682
OCH1	PMT5	4932.YGL038C	4932.YDL093W	0	0	0	0	0.049	0.089	0.540	0.172	0.625
OCH1	PMT1	4932.YGL038C	4932.YDL095W	0	0	0	0	0.170	0.089	0.540	0	0.621
OCH1	PGA1	4932.YGL038C	4932.YNL158W	0	0	0	0	0.060	0	0.540	0	0.549
OCH1	PMT3	4932.YGL038C	4932.YOR321W	0	0	0	0	0.045	0.089	0.540	0.101	0.592
OCH1	PMT4	4932.YGL038C	4932.YJR143C	0	0	0	0	0.059	0.089	0.540	0.378	0.721
OCH1	VAN1	4932.YGL038C	4932.YML115C	0	0	0	0	0.050	0.057	0.900	0.833	0.983
OLE1	PHO88	4932.YGL055W	4932.YBR106W	0	0	0	0	0.066	0.546	0	0	0.557
OST6	PMT2	4932.YML019W	4932.YAL023C	0	0	0	0	0.139	0.583	0	0.470	0.793
OST6	PMT5	4932.YML019W	4932.YDL093W	0	0	0	0	0.140	0	0	0.390	0.453
OST6	PMT1	4932.YML019W	4932.YDL095W	0	0	0	0	0.129	0.570	0	0	0.609
OST6	PMT3	4932.YML019W	4932.YOR321W	0	0	0	0	0.115	0	0	0.390	0.437
PGA1	PMT2	4932.YNL158W	4932.YAL023C	0	0	0	0	0	0	0.720	0	0.720
PGA1	PMT5	4932.YNL158W	4932.YDL093W	0	0	0	0	0.061	0	0.720	0	0.725
PGA1	PMT1	4932.YNL158W	4932.YDL095W	0	0	0	0	0	0	0.720	0	0.720
PGA1	PMT4	4932.YNL158W	4932.YJR143C	0	0	0	0	0	0	0.720	0	0.720
PGA1	VAN1	4932.YNL158W	4932.YML115C	0	0	0	0	0	0	0.720	0	0.720
PGA1	PMT3	4932.YNL158W	4932.YOR321W	0	0	0	0	0	0	0.720	0	0.720
PMT1	PMT2	4932.YDL095W	4932.YAL023C	0	0	0.142	0.790	0.292	0.992	0.900	0.503	0.999
PMT1	YCR043C	4932.YDL095W	4932.YCR043C	0	0	0	0	0.050	0.475	0	0	0.479
PMT1	PMT5	4932.YDL095W	4932.YDL093W	0	0	0.061	0.958	0.092	0	0.900	0.058	0.909
PMT1	PMT6	4932.YDL095W	4932.YGR199W	0	0	0.152	0.767	0.139	0.180	0	0.166	0.434
PMT1	VAN1	4932.YDL095W	4932.YML115C	0	0	0	0	0.066	0.165	0.900	0.058	0.916
PMT1	PMT4	4932.YDL095W	4932.YJR143C	0	0	0.157	0.753	0.177	0.782	0.720	0.149	0.957
PMT1	PMT3	4932.YDL095W	4932.YOR321W	0	0	0.155	0.761	0.125	0.541	0.900	0.164	0.966
PMT2	VRG4	4932.YAL023C	4932.YGL225W	0	0	0	0	0.185	0	0	0.307	0.411
PMT2	YCR043C	4932.YAL023C	4932.YCR043C	0	0	0	0	0.057	0.422	0	0	0.431
PMT2	PMT6	4932.YAL023C	4932.YGR199W	0	0	0.077	0.927	0.055	0.380	0	0.104	0.450
PMT2	VAN1	4932.YAL023C	4932.YML115C	0	0	0	0	0.081	0.176	0.900	0.322	0.941
PMT2	PMT4	4932.YAL023C	4932.YJR143C	0	0	0.169	0.726	0.407	0.701	0.720	0.314	0.966
PMT2	PMT5	4932.YAL023C	4932.YDL093W	0	0	0.158	0.756	0.095	0.455	0.900	0.479	0.974
PMT2	PMT3	4932.YAL023C	4932.YOR321W	0	0	0.055	0.970	0.088	0.822	0.900	0.067	0.983
PMT3	PMT5	4932.YOR321W	4932.YDL093W	0	0	0.169	0.732	0.140	0.394	0.900	0.657	0.982
PMT3	PMT4	4932.YOR321W	4932.YJR143C	0	0	0.180	0.706	0.147	0.268	0.720	0.319	0.884
PMT3	VAN1	4932.YOR321W	4932.YML115C	0	0	0	0	0	0	0.900	0.162	0.912
PMT4	PMT5	4932.YJR143C	4932.YDL093W	0	0	0.176	0.711	0.081	0.276	0.720	0.321	0.877
PMT4	VRG4	4932.YJR143C	4932.YGL225W	0	0	0	0	0.415	0	0	0.393	0.629
PMT4	PMT6	4932.YJR143C	4932.YGR199W	0	0	0.181	0.704	0.197	0.268	0	0.324	0.631
PMT4	VAN1	4932.YJR143C	4932.YML115C	0	0	0	0	0.088	0	0.720	0.480	0.855
PMT5	PMT6	4932.YDL093W	4932.YGR199W	0	0	0.175	0.715	0.068	0.180	0	0.313	0.509
PMT5	VAN1	4932.YDL093W	4932.YML115C	0	0	0	0	0	0	0.900	0.233	0.920
VAN1	VPS74	4932.YML115C	4932.YDR372C	0	0	0	0	0.070	0.225	0	0.260	0.420
VAN1	VRG4	4932.YML115C	4932.YGL225W	0	0	0	0	0.081	0	0	0.768	0.778
VAN1	YUR1	4932.YML115C	4932.YJL139C	0	0	0	0	0	0	0	0.445	0.445
VPS74	YUR1	4932.YDR372C	4932.YJL139C	0	0	0	0	0	0	0	0.483	0.483
